,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,TRUMP MARKS NEW ROCHELLE LLC,1%,Managing Member,
,,,,,
359,TRUMP MARKS NEW ROCHELLE LLC,,,,
,Owned by:,% Ownership,Name,,Role
,,1,TRUMP MARKS NEW ROCHELLE CORP,,Managing Member
,,99,"Trump, Donald J.",,Member
,,,,,
360,TRUMP MARKS PALM BEACH CORP *(3),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,TRUMP MARKS PALM BEACH LLC,1%,Managing Member,
,,,,,
361,TRUMP MARKS PALM BEACH LLC *(3),,,,
,Owned by:,% Ownership,Name,,Role
,,1,TRUMP MARKS PALM BEACH CORP,,Managing Member
,,99,"Trump, Donald J.",,Member
,,,,,
362,TRUMP MARKS PANAMA CORP *(1),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,TRUMP MARKS PANAMA LLC,1%,Managing Member,
,,,,,
363,TRUMP MARKS PANAMA LLC,,,,
,Owned by:,% Ownership,Name,,Role
,,1,TRUMP MARKS PANAMA CORP,,Managing Member
,,99,"Trump, Donald J.",,Member
,,,,,
364,TRUMP MARKS PHILADELPHIA CORP *(3),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,TRUMP MARKS PHILADELPHIA LLC,1%,Managing Member,
,,,,,
365,TRUMP MARKS PHILADELPHIA LLC *(3),,,,
,Owned by:,% Ownership,Name,,Role
,,1,TRUMP MARKS PHILADELPHIA CORP,,Managing Member
,,99,"Trump, Donald J.",,Member
,,,,,
366,TRUMP MARKS PHILIPPINES CORP *(1),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,TRUMP MARKS PHILIPPINS LLC,1%,Managing Member,
,,,,,
367,TRUMP MARKS PHILIPPINES LLC,,,,
,Owned by:,% Ownership,Name,,Role
,,1,TRUMP MARKS PHILIPPINES CORP,,Managing Member
,,99,"Trump, Donald J.",,Member
,,,,,
368,TRUMP MARKS PRODUCTS LLC *(4),,,,
,Owned by:,% Ownership,Name,,Role
,,1,TRUMP MARKS PRODUCTS MEMBER CORP,,Managing Member
,,99,"Trump, Donald J.",,Member
,,,,,
369,TRUMP MARKS PRODUCTS MEMBER CORP *(4),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,TRUMP MARKS PRODUCTS LLC,1%,Managing Member,
,,,,,
370,TRUMP MARKS PUERTO RICO I LLC *(4),,,,
,Owned by:,% Ownership,Name,,Role
,,1,TRUMP MARKS PUERTO RICO I MEMBER CORP,,Managing Member
,,99,"Trump, Donald J.",,Member
,,,,,
371,TRUMP MARKS PUERTO RICO I MEMBER CORP *(4),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,TRUMP MARKS PUERTO RICO I LLC,1%,Managing Member,
,,,,,
372,TRUMP MARKS PUERTO RICO II LLC *(3),,,,
,Owned by:,% Ownership,Name,,Role
,,1,TRUMP MARKS PUERTO RICO II MEMBER CORP,,Managing Member
,,99,"Trump, Donald J.",,Member
,,,,,
373,TRUMP MARKS PUERTO RICO II MEMBER CORP *(3),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,TRUMP MARKS PUERTO RICO II LLC,1%,Managing Member,
,,,,,
374,TRUMP MARKS PUNTA DEL ESTE LLC,,,,
,Owned by:,% Ownership,Name,,Role
,,1,TRUMP MARKS PUNTA DEL ESTE MANAGER CORP,,Managing Member
,,99,"Trump, Donald J.",,Member
,,,,,
375,TRUMP MARKS PUNTA DEL ESTE MANAGER CORP *(1),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,TRUMP MARKS PUNTA DEL ESTE LLC,1%,Managing Member,
,,,,,
376,TRUMP MARKS REAL ESTATE LLC *(5),,,,
,Owned by:,% Ownership,Name,,Role
,,1,THE TRUMP MARKS REAL ESTATE CORP,,Member
,,99,"Trump, Donald J.",,Member
,,,,,
377,TRUMP MARKS SOHO LICENSE CORP *(4),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,TRUMP MARKS SOHO LLC,1%,Member,
,,,,,
378,TRUMP MARKS SOHO LLC *(4),,,,
,Owned by:,% Ownership,Name,,Role
,,1,TRUMP MARKS SOHO LICENSE CORP,,Member
,,99,"Trump, Donald J.",,Member
,,,,,
379,TRUMP MARKS STAMFORD CORP *(1),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,TRUMP MARKS STAMFORD LLC,1%,Member,
,,,,,
380,TRUMP MARKS STAMFORD LLC,,,,
,Owned by:,% Ownership,Name,,Role
,,99,"Trump, Donald J.",,Member
,,1,TRUMP MARKS STAMFORD CORP,,Member
,,,,,
381,TRUMP MARKS SUNNY ISLES I LLC,,,,
,Owned by:,% Ownership,Name,,Role
,,1,TRUMP MARKS SUNNY ISLES I MEMBER CORP,,Member
,,99,"Trump, Donald J.",,Member
,,,,,
382,TRUMP MARKS SUNNY ISLES I MEMBER CORP *(1),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,TRUMP MARKS SUNNY ISLES I LLC,1%,Member,
,,,,,
383,TRUMP MARKS SUNNY ISLES II LLC *(4),,,,
,Owned by:,% Ownership,Name,,Role
,,1,TRUMP MARKS SUNNY ISLES II MEMBER CORP,,Member
,,99,"Trump, Donald J.",,Member
,,,,,
384,TRUMP MARKS SUNNY ISLES II MEMBER CORP *(4),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,TRUMP MARKS SUNNY ISLES II LLC,1%,Member,
,,,,,
385,TRUMP MARKS TAMPA CORP *(3),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,,,,,
386,TRUMP MARKS TAMPA LLC *(3),,,,
,Owned by:,% Ownership,Name,,Role
,,1,TRUMP MARKS TAMPA CORP,,Member
,,99,"Trump, Donald J.",,Member
,,,,,
387,TRUMP MARKS TORONTO CORP *(3),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,TRUMP MARKS TORONTO LLC,1%,Member,
,,,,,
388,TRUMP MARKS TORONTO LLC *(3),,,,
,Owned by:,% Ownership,Name,,Role
,,1,TRUMP MARKS TORONTO CORP,,Member
,,99,"Trump, Donald J.",,Member
,,,,,
389,TRUMP MARKS TORONTO LP *(3),,,,
,Owned by:,% Ownership,Name,,Role
,,1,TRUMP TORONTO MEMBER CORP,,Member
,,99,"Trump, Donald J.",,Member
,,,,,
390,TRUMP MARKS WAIKIKI CORP *(1),,,,
,Owned by:,% Ownerhip,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,TRUMP MARKS WAIKIKI LLC,1%,Managing Member,
,,,,,
391,TRUMP MARKS WAIKIKI LLC,,,,
,Owned by:,% Ownership,Name,,Role
,,1,TRUMP MARKS WAIKIKI CORP,,Managing Member
,,99,"Trump, Donald J.",,Member
,,,,,
392,TRUMP MARKS WESTCHESTER CORP *(4),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,TRUMP MARKS WESTCHESTER LLC,1%,Managing Member,
,,,,,
393,TRUMP MARKS WESTCHESTER LLC *(4),,,,
,Owned by:,% Ownership,Name,,Role
,,1,TRUMP MARKS WESTCHESTER CORP,,Managing Member
,,99,"Trump, Donald J.",,Member
,,,,,
394,TRUMP MARKS WHITE PLAINS CORP *(1),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,TRUMP MARKS WHITE PLAINS LLC,1%,Managing Member,
,,,,,
395,TRUMP MARKS WHITE PLAINS LLC,,,,
,Owned by:,% Ownership,Name,,Role
,,1,TRUMP MARKS WHITE PLAINS CORP,,Managing Member
,,99,"Trump, Donald J.",,Member
,,,,,
396,TRUMP MIAMI RESORT MANAGEMENT LLC,,,,
,Owned by:,% Ownership,Name,,Role
,,1,TRUMP MIAMI RESORT MANAGEMENT MEMBER CORP,,Managing Member
,,99,"Trump, Donald J.",,Member
,,,,,
397,TRUMP MIAMI RESORT MANAGEMENT MEMBER CORP *(1),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,TRUMP MIAMI RESORT MANAGEMENT LLC,1%,Managing Member,
,,,,,
398,TRUMP MODEL MANAGEMENT LLC,,,,
,Assumed Names:,D/B/A,Jurisdiction,,
,,TRUMP MODELS,New York,,
,Owned by:,% Ownership,Name,,Role
,,15,Annie Veltri,,Member
,,85,"TMG Member, LLC",,Member
,,,,,
399,TRUMP NATIONAL GOLF CLUB - COLTS NECK,,,,
,Owned by:,% Ownership,Name,,Role
,,1,TRUMP NATIONAL GOLF CLUB COLTS NECK MEMBER CORP,,Managing Member
,,99,"Trump, Donald J.",,Member
,,,,,
400,TRUMP NATIONAL GOLF CLUB COLTS NECK MEMBER CORP *(1),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,TRUMP NATIONAL GOLF CLUB - COLTS NECK,1%,Managing Member,
,,,,,
401,TRUMP NATIONAL GOLF CLUB - WESTCHESTER,,,,
,Owned by:,% Ownership,Name,,Role
,,1,TRUMP NATIONAL GOLF CLUB MEMBER CORP,,Managing Member
,,99,DJT HOLDINGS LLC,,Managing Member
,,,,,
402,TRUMP NATIONAL GOLF CLUB MEMBER CORP *(1),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,TRUMP NATIONAL GOLF CLUB - WESTCHESTER,1%,Managing Member,
,,,,,
403,TRUMP NATIONAL GOLF CLUB - WASHINGTON DC,,,,
,Owned by:,% Ownership,Name,,Role
,,1,TRUMP NATIONAL GOLF CLUB WASHINGTON DC MEMBER CORP,,Managing Member
,,99,DJT HOLDINGS LLC,Member,
,,,,,
404,TRUMP NATIONAL GOLF CLUB WASHINGTON DC MEMBER CORP *(1),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,TRUMP NATIONAL GOLF CLUB - WASHINGTON DC,1%,Managing Member,
,,,,,
405,Trump New World Property Management LLC *(3),,,,
,Owned by:,% Ownership,Name,,Role
,,50,New World Property Management Limited,,Managing Member
,,50,TRUMP RIVERSIDE MANAGEMENT LLC,,Managing Member
,,,,,
406,"TRUMP OCEAN MANAGER, INC *(3)",,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,TRUMP OCEAN MANAGING MEMBER LLC,1%,Managing Member,
,,,,,
407,TRUMP OCEAN MANAGING MEMBER LLC *(3),,,,
,Owned by:,% Ownership,Name,,Role
,,1,"TRUMP OCEAN MANAGER, INC",,Managing Member
,,99,"Trump, Donald J.",,Member
,Has ownership interest in:,Entity Name,Ownership,Title,
,,TRUMP ON THE OCEAN LLC,75%,Managing Member,
,,,,,
408,TRUMP OLD POST OFFICE LLC,,,,
,Owned by:,% Ownership,Name,,Role
,,1,TRUMP OLD POST OFFICE MEMBER CORP,,Managing Member
,,76.725,DJT HOLDINGS LLC,,Member
,,22.275,Trump Family Members,,Member
,,,,,
409,TRUMP OLD POST OFFICE MEMBER CORP *(1),,,,
,Owned by:,% Ownership,Name,,Role
,,77.5,"Trump, Donald J.",,Shareholder
,,22.5,Trump Family Members,,
,Has ownership interest in:,Entity Name,Ownership,Title,
,,TRUMP OLD POST OFFICE LLC,1%,Managing Member,
,,,,,
410,TRUMP ON THE OCEAN LLC *(3),,,,
,Owned by:,% Ownership,Name,,Role
,,25,SMC Ocean LLC,,Member
,,75,TRUMP OCEAN MANAGING MEMBER LLC,,Managing Member
,,,,,
411,TRUMP ORGANIZATION LLC *(3),,,,
,Assumed Names,D/B/A,Jurisdiction,,
,,The Trump Organization,New York,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Member
,,,,,
412,"TRUMP PAGEANTS, INC *(1)",,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,"Miss Universe LP, LLLP",2%,Partner,
,,,,,
413,"Miss Universe LP, LLLP",,,,
,Owned by:,% Ownership,Name,,Role
,,2,"TRUMP PAGEANTS, INC",,Partner
,,98,"Trump, Donald J.",,Partner
,,,,,
414,TRUMP PALACE/PARC LLC,,,,
,Owned by:,% Ownership,Name,,Role
,,0.1,FIRST MEMBER INC,,Managing Member
,,99.9,"Trump, Donald J.",,Member
,,,,,
415,TRUMP PANAMA CONDOMINIUM MANAGEMENT LLC *(4),,,,
,Owned by:,% Ownership,Name,,Role
,,1,TRUMP PANAMA CONDOMINIUM MEMBER CORP,,Managing Member
,,99,"Trump, Donald J.",,Member
,,,,,
416,TRUMP PANAMA CONDOMINIUM MEMBER CORP *(4),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,TRUMP PANAMA CONDOMINIUM MANAGEMENT LLC,1%,Managing Member,
,,,,,
417,TRUMP PANAMA HOTEL MANAGEMENT LLC,,,,
,Owned by:,% Ownership,Name,,Role
,,1,TRUMP PANAMA HOTEL MANAGEMENT MEMBER CORP,,Managing Member
,,99,"Trump, Donald J.",,Member
,,,,,
418,TRUMP PANAMA HOTEL MANAGEMENT MEMBER CORP *(1),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,TRUMP PANAMA HOTEL MANAGEMENT LLC,1%,Managing Member,
,,,,,
419,TRUMP PARK AVENUE ACQUISITION LLC *(1),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Member
,Has ownership interest in:,Entity Name,Ownership,Title,
,,TRUMP PARK AVENUE LLC,49.90%,Member,
,,,,,
420,TRUMP PARK AVENUE LLC,,,,
,Owned by:,% Ownership,Name,,Role
,,0.1,GEPT Delmonico LLC,,Member
,,49.9,TRUMP PARK AVENUE ACQUISITION LLC,,Member
,,50,TRUMP DELMONICO LLC,,Managing Member
,,,,,
421,TRUMP PAYROLL CHICAGO LLC *(2),,,,
,Owned by:,% Ownership,Name,,Role
,,100,401 North Wabash Venture LLC,,Managing Member
,,,,,
422,TRUMP PAYROLL CORP *(),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,,,,,
423,TRUMP PHOENIX DEVELOPMENT LLC *(3),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,,,,,
424,TRUMP PLAZA LLC,,,,
,Owned by:,% Ownership,Name,,Role
,,1,TRUMP PLAZA MEMBER INC,,Managing Member
,,99,"Trump, Donald J.",,Member
,,,,,
425,TRUMP PLAZA MEMBER INC *(1),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,TRUMP PLAZA LLC,1%,Managing Member,
,,,,,
426,TRUMP PRODUCTIONS LLC,,,,
,Owned by:,% Ownership,Name,,Role
,,1,TRUMP PRODUCTIONS MANAGING MEMBER INC,,Managing Member
,,99,"Trump, Donald J.",,Member
,,,,,
427,TRUMP PRODUCTIONS MANAGING MEMBER INC *(1),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,TRUMP PRODUCTIONS LLC,1%,Managing Member,
,,,,,
428,TRUMP PROJECT MANAGEMENT CORP *(3),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,,,,,
429,TRUMP REALTY SERVICES LLC *(5),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Member
,,,,,
430,Trump Restaurants LLC,,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Member
,,,,,
431,TRUMP RIVERSIDE MANAGEMENT LLC *(3),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,Trump New World Property Management LLC,50%,Managing Member,
,,,,,
432,TRUMP RUFFIN COMMERCIAL LLC *(assets & income already siclosed on Part 2 under TRUMP RUFFIN TOWER I LLC; operator of front desk),,,,
,Owned by:,% Ownership,Name,,Role
,,100,TRUMP RUFFIN TOWER I LLC,,Managing Member
,,,,,
433,TRUMP RUFFIN LLC *(1),,,,
,Owned by:,% Ownership,Name,,Role
,,1,TRUMP LAS VEGAS MANAGING MEMBER LLC,,Managing Member
,,49,TRUMP LAS VEGAS MEMBER LLC,,Member
,,50,"Hyde Park, LLC",,Member
,Has ownership interest in:,Entity Name,Ownership,Title,
,,TRUMP RUFFIN TOWER I LLC,100%,Managing Member,
,,,,,
434,TRUMP RUFFIN TOWER I LLC,,,,
,Owned by:,% Ownership,Name,,Role
,,100,TRUMP RUFFIN LLC,,Managing Member
,Has ownership interest in:,Entity Name,Ownership,Title,
,,TRUMP RUFFIN COMMERCIAL LLC,100%,Managing Member,
,,,,,
435,TRUMP SALES & LEASING CHICAGO LLC *(5),,,,
,Owned by:,% Ownership,Name,,Role
,,1,TRUMP SALES & LEASING CHICAGO MEMBER CORP,,Member
,,99,"Trump, Donald J.",,Member
,,,,,
436,TRUMP SALES & LEASING CHICAGO MEMBER CORP *(1),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,TRUMP SALES & LEASING CHICAGO LLC,1%,Member,
,,,,,
437,TRUMP SCOTLAND MEMBER INC *(1),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,TRUMP INTERNATIONAL GOLF LINKS - SCOTLAND,1%,Member,
,,,,,
438,TRUMP SCOTSBOROUGH SQUARE LLC,,,,
,Owned by:,% Ownership,Name,,Role
,,1,TRUMP SCOTSBOROUGH SQUARE MEMBER CORP,,Managing Member
,,99,DJT HOLDINGS LLC,,Member
,,,,,
439,TRUMP SCOTSBOROUGH SQUARE MEMBER CORP *(1),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,TRUMP SCOTSBOROUGH SQUARE LLC,1%,Managing Member,
,,,,,
440,TRUMP SOHO MEMBER LLC *(3),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Member
,,,,,
441,"TRUMP TORONTO DEVELOPMENT, INC *(4)",,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,,,,,
442,TRUMP TORONTO HOTEL MANAGEMENT CORP,,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,,,,,
443,TRUMP TORONTO MEMBER CORP *(3),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,TRUMP MARKS TORONTO LP,1%,Member,
,,,,,
444,TRUMP TOWER COMMERCIAL LLC,,,,
,Owned by:,% Ownership,Name,,Role
,,1,TRUMP TOWER MANAGING MEMBER INC,,Managing Member
,,99,The Trump-Equitable Fifth Avenue Company,,Member
,,,,,
445,TRUMP TOWER MANAGING MEMBER INC,,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Enity Name,Ownership,Title,
,,TRUMP TOWER COMMERCIAL LLC,1%,Managing Member,
,,,,,
446,Trump Village Construction Corp *(1),,,,
,Owned by:,% Ownership,Name,,Role
,,25,Donald J. Trump and Grantor Trust,,Shareholder
,,75,Trump Family Members,,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,Starrett City Associates LP,0.46%,Partner,
,,Spring Creek Plaza LLC,0.46%,Member,
,,,,,
447,TRUMP VINEYARD ESTATES LLC,,,,
,Owned by:,% Ownership,Name,,Role
,,1,TRUMP VINEYARD ESTATES MANAGER CORP,,Managing Member
,,99,DJT HOLDINGS LLC,,Member
,Has ownership interest in:,Entity Name,Ownership,Title,
,,TRUMP VINEYARD ESTATES LOT 3 OWNER LLC,100%,Member,
,,,,,
448,TRUMP VINEYARD ESTATES LOT 3 OWNER LLC,,,,
,Owned by:,% Ownership,Name,,Role
,,100,TRUMP VINEYARD ESTATES LLC,,Member
,,,,,
449,TRUMP VINEYARD ESTATES MANAGER CORP *(1),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,TRUMP VINEYARD ESTATES LLC,1%,Managing Member,
,,,,,
450,TRUMP VIRGINIA ACQUISITIONS LLC,,,,
,Owned by:,% Ownership,Name,,Role
,,1,TRUMP VIRGINIA ACQUISITIONS MANAGER CORP,,Managing Member
,,99,"Trump, Donald J.",,Member
,,,,,
451,TRUMP VIRGINIA ACQUISITIONS MANAGER CORP *(1),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,TRUMP VIRGINIA ACQUISITIONS LLC,1%,Managing Member,
,,,,,
452,TRUMP VIRGINIA LOT 5 LLC,,,,
,Owned by:,% Ownership,Name,,Role
,,1,TRUMP VIRGINIA LOT 5 MANAGER CORP,,Managing Member
,,99,DJT HOLDINGS LLC,,Member
,,,,,
453,TRUMP VIRGINIA LOT 5 MANAGER CORP *(1),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,TRUMP VIRGINIA LOT 5 LLC,1%,Managing Member,
,,,,,
454,TRUMP WINE MARKS LLC *(3),,,,
,Owned by:,% Ownership,Name,,Role
,,1,TRUMP WINE MARKS MEMBER CORP,,Managing Member
,,99,DJT HOLDINGS LLC,,Member
,,,,,
455,TRUMP WINE MARKS MEMBER CORP *(3),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,TRUMP WINE MARKS LLC,1%,Managing Member,
,,,,,
456,TRUMP WORLD PRODUCTIONS LLC *(4),,,,
,Owned by:,% Ownership,Name,,Role
,,1,TRUMP WORLD PRODUCTIONS MANAGER CORP,,Managing Member
,,99,"Trump, Donald J.",,Member
,,,,,
457,TRUMP WORLD PRODUCTIONS MANAGER CORP *(4),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,TRUMP WORLD PRODUCTIONS LLC,1%,Managing Member,
,,,,,
458,TRUMP WORLD PUBLICATIONS LLC *(3),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Member
,,,,,
459,TRUMP'S CASTLE MANAGEMENT CORP *(3),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,,,,,
460,TURNBERRY SCOTLAND LLC *(1),,,,
,Owned by:,% Ownership,Name,,Role
,,1,TURNBERRY SCOTLAND MANAGING MEMBER CORP,,Managing Member
,,99,DJT HOLDINGS LLC,,Member
,,,,,
461,TURNBERRY SCOTLAND MANAGING MEMBER CORP *(1),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,TURNBERRY SCOTLAND LLC,1%,Managing Member,
,,,,,
462,TW VENTURE I LLC,,,,
,Owned by:,% Ownership,Name,,Role
,,1,TW VENTURE I MANAGING MEMBER CORP,,Managing Member
,,99,DJT HOLDINGS LLC,,Member
,,,,,
463,TW VENTURE I MANAGING MEMBER CORP *(1),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,TW VENTURE I LLC,1%,Managing Member,
,,,,,
464,TW VENTURE II LLC,,,,
,Owned by:,% Ownership,Name,,Role
,,1,TW VENTURE II MANAGING MEMBER CORP,,Manaing Member
,,99,DJT HOLDINGS LLC,,Member
,Has ownership interest in:,Entity Name,Ownership,Title,
,,TRUMP INTERNATIONAL GOLF LINKS - DOONBEG,100%,Shareholder,
,,,,,
465,TW VENTURE II MANAGING MEMBER CORP *(1),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,TW VENTURE II LLC,1%,Managing Member,
,,,,,
466,ULTIMATE AIR CORP *(3),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,,,,,
467,UNIT 2502 ENTERPRISES CORP *(1),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,UNIT 2502 ENTERPRISES LLC,1%,Managing Member,
,,,,,
468,UNIT 2502 ENTERPRISES LLC,,,,
,Owned by:,% Ownership,Name,,Role
,,1,UNIT 2502 ENTERPRISES CORP,,Managing Member
,,99,"Trump, Donald J.",,Member
,,,,,
469,TRUMP NATIONAL GOLF CLUB - LOS ANGELES,,,,
,Owned by:,% Ownership,Name,,Role
,,100,RPV DEVELOPMENT LLC,,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,VHPS LLC,100%,Managing Member,
,,,,,
470,VHPS LLC *(assets & income already disclosed on Part 2 under TRUMP NATIONAL GOLF CLUB - LOS ANGELES; owner of vacant land),,,,
,Owned by:,% Ownership,Name,,Role
,,100,TRUMP NATIONAL GOLF CLUB - LOS ANGELES,,Managing Member
,,,,,
471,WEST PALM OPERATIONS LLC,,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Member
,,,,,
472,Wexford Hall Inc *(3),,,,
,Owned by:,% Ownership,Name,,Role
,,25,"Trump, Donald J.",,Shareholder
,,75,Trump Family Members,,Shareholder
,,,,,
473,WHITE COURSE LLC,,,,
,Owned by:,% Ownership,Name,,Role
,,1,WHITE COURSE MANAGING MEMBER CORP,,Managing Member
,,99,DJT HOLDINGS LLC,,Member
,,,,,
474,WHITE COURSE MANAGING MEMBER CORP *(1),,,,
,Owned by:,% Ownership,Name,,Role
